conversion,conversionAjustada2punto2Kg,mortalidadPor,noDePollosMuertos,pesoFinalPolloG,gananciaPesoDiaG,AD3Engrode,AD3Inicio,AD3Preinicio,consumoAjustadoA2punto2Kg,consumoDiaPolloG,consumoTotalPolloG,duracionEngordeDias,ea,edadAjustadaA2punto2Kg,edadEnDias,feep,ip,n,noPollitos,empresa,granja,municipio
1.73,1.76,0.05,,2082,53.38,0,0,0,3879.97,92.26,3598,39,120.48,40.43,39,293.86,69.71,53044,52020, Avicola  Miluc  Ltda. , Santa  Ana ,Cachipay
1.7,1.72,0.04,,2137,52.9,0,0,0,3781.74,89.98,3635,40.4,125.63,41.18,40,299.79,73.86,52964,81600, Avicola  Miluc  Ltda. ,Marisol,Mesitas
1.75,1.79,0.03,,2056.57,46.29,0,0,0,3950.56,81.06,3601.59,44.43,117.43,46.42,44,255.86,67.06,52994,26520, Avicola  Miluc  Ltda. ,Marbella,Fusagasuga
1.86,1.93,0.04,,1955.32,48.54,0,0,0,4287.7,90.41,3641.58,40.28,104.99,43.46,40,249.53,56.37,53007,10200, Avicola  Miluc  Ltda. , Buenos  Aires  II ,Tena
1.69,1.69,0.04,,2204.29,51.57,0,0,0,3724.83,87.38,3734.67,42.74,130.1,42.69,43,293.17,76.79,53013,64260, Avicola  Miluc  Ltda. ,Carimagua,Anolaima
1.71,1.68,0.05,,2360,52.74,0,0,0,3681.26,90.37,4044,44.75,137.73,42.71,45,292.99,80.37,53042,30600, Avicola  Miluc  Ltda. , Floresta  II ,Guayabal
1.81,1.84,0.09,,2095.85,50.77,0,0,0,4057.44,91.99,3797.19,41.28,115.68,42.61,41,256.2,63.85,52991,52530, Avicola  Miluc  Ltda. , Mañanitas  I ,Cachipay
1.75,1.78,0.08,,2098.55,50.67,0,0,0,3923.85,88.81,3678.68,41.42,119.71,42.72,41,264.95,68.29,52993,40800, Avicola  Miluc  Ltda. , Delicias  I ,Fusagasuga
1.75,1.82,0.12,,1927.86,47.31,0,0,0,4062.64,82.99,3381.73,40.75,109.9,44.36,41,238.68,62.65,52995,38760, Avicola  Miluc  Ltda. , Delicias  II ,Fusagasuga
1.78,1.84,0.05,,1972.51,45.68,0,0,0,4082.51,81.3,3510.53,43.18,110.83,46.33,43,243.06,62.27,52998,26520, Avicola  Miluc  Ltda. , Recuerdos  I ,Nemocon
1.71,1.76,0.03,,1988.93,48.4,0,0,0,3909.35,82.77,3401.16,41.09,116.31,43.86,41,274,68.01,53008,22440, Avicola  Miluc  Ltda. , Luna  Verde ,Anolaima
1.92,1.96,0.13,,2062,45.98,0,0,0,4335.48,88.45,3967,44.85,107.18,46.78,45,207.49,55.71,53031,35700, Avicola  Miluc  Ltda. , Santa  Rita  II ,Guayabal
1.71,1.73,0.03,,2121,51.72,0,0,0,3813.55,88.47,3628,41.01,124,42.01,41,293.86,72.49,53052,29580, Avicola  Miluc  Ltda. , Dorada  II ,Anolaima
1.75,1.8,0.03,,1972.4,47.93,0,0,0,4003.13,83.65,3442,41.15,113.03,44.16,41,265.22,64.77,52968,27540, Avicola  Miluc  Ltda. , Dorada  II ,Cachipay
2.01,2.08,0.19,,1980,43.3,0,0,0,4614.19,87.23,3989,45.73,98.28,48.95,46,174.55,48.78,52972,26520, Avicola  Miluc  Ltda. , Recuerdos  II ,Nemocon
1.78,1.81,0.07,,2066.1,50.5,0,0,0,4005.3,89.83,3675,40.91,116.16,42.62,41,262.98,65.3,52974,25500, Avicola  Miluc  Ltda. , La  Choco ,Tena
1.8,1.82,0.08,,2105,54.8,0,0,0,4017.03,98.46,3782,38.41,117.16,39.54,38,281.76,65.21,52983,34680, Avicola  Miluc  Ltda. ,Santanamo,Guayabal
1.78,1.82,0.09,,2043.1,50.9,0,0,0,4029.37,90.68,3640,40.14,114.68,42.12,40,258.65,64.37,52990,53040, Avicola  Miluc  Ltda. , Mañanitas  II ,Cachipay
1.73,1.77,0.04,,2017.9,48.3,0,0,0,3922.69,83.36,3482.76,41.78,116.92,44.19,42,267.56,67.74,53001,32640, Avicola  Miluc  Ltda. , Santa  Rita  I ,Guayabal
1.72,1.7,0.04,,2290,50.47,0,0,0,3724.56,86.64,3931,45.37,133.4,44.19,45,282.41,77.71,53045,69360, Avicola  Miluc  Ltda. ,Carimagua,Anolaima
1.7,1.71,0.05,,2176,54.21,0,0,0,3760.59,92.3,3705,40.14,127.8,40.43,40,302.59,75.06,52979,10200, Avicola  Miluc  Ltda. , Santa  Catalina ,Cachipay
1.7,1.73,0.04,,2078.4,49.93,0,0,0,3819,84.87,3532.99,41.63,122.27,43.2,42,282.26,71.93,52984,62220, Avicola  Miluc  Ltda. ,Carimagua,Anolaima
1.75,1.8,0.06,,1994.33,48.59,0,0,0,3994,84.99,3488.08,41.04,114.03,43.73,41,260.77,65.2,52988,27540, Avicola  Miluc  Ltda. , Floresta  II ,Guayabal
1.77,1.8,0.03,,2070.27,48.53,0,0,0,3988.4,86.02,3669.74,42.66,116.79,44.39,43,266.4,65.89,53006,18360, Avicola  Miluc  Ltda. , Floresta  I ,Guayabal
1.75,1.83,0.04,,1900.07,49.43,0,0,0,4088,86.7,3332.87,38.44,108.32,42.23,38,271.55,61.76,53017,37740, Avicola  Miluc  Ltda. , Guayana  I ,Anolaima
1.77,1.81,0.09,,2029.81,46.96,0,0,0,4004.49,82.94,3584.75,43.22,114.93,45.54,43,241.85,65.08,53025,30600, Avicola  Miluc  Ltda. , Santa  Rita  I ,Guayabal
1.76,1.76,0.06,,2206,52.07,0,0,0,3873.69,91.76,3888,42.37,125.17,42.3,42,277.43,71.02,53040,20400, Avicola  Miluc  Ltda. , Villa  Alejandrina  I ,Guayabal
1.69,1.72,0.03,,2108,51.86,0,0,0,3787.61,87.9,3573,40.65,124.37,41.8,41,296.83,73.37,53051,30600, Avicola  Miluc  Ltda. , Dorada  I ,Anolaima
1.82,1.85,0.09,,2065.7,48.68,0,0,0,4101.22,88.66,3762,42.43,113.43,44.21,42,242.38,62.28,52971,30600, Avicola  Miluc  Ltda. , Santa  Rita  I ,Guayabal
1.76,1.8,0.04,,2035.4,47.99,0,0,0,3991.65,84.58,3587,42.41,115.5,44.61,42,260.1,65.54,52977,15810, Avicola  Miluc  Ltda. , Villa  Alejandrina  I ,Guayabal
1.76,1.79,0.04,,2076.45,48.98,0,0,0,3946.84,86.02,3646.51,42.39,118.24,44.02,42,268.36,67.33,52985,51475, Avicola  Miluc  Ltda. , Santa  Ana ,Cachipay
1.69,1.7,0.03,,2131.91,52.15,0,0,0,3751.19,87.91,3593.88,40.88,126.47,41.73,41,298.55,75.02,53011,17340, Avicola  Miluc  Ltda. , Recuerdos  II ,Cachipay
1.74,1.75,0.07,,2148.59,53.8,0,0,0,3852.54,93.4,3730.55,39.94,123.75,40.57,40,288.29,71.27,53015,52020, Avicola  Miluc  Ltda. , Santa  Ana ,Cachipay
1.83,1.87,0.04,,2034.35,49.84,0,0,0,4139.67,91.07,3717.35,40.82,111.33,42.95,41,263.15,60.93,53028,24480, Avicola  Miluc  Ltda. , La  Choco ,Tena
1.79,1.84,0.07,,2016,48.17,0,0,0,4072.5,86.28,3611,41.85,112.55,44.29,42,249.89,62.84,53029,25500, Avicola  Miluc  Ltda. , Recuerdos  I ,Nemocon
1.75,1.79,0.07,,2026.43,47.32,0,0,0,3971.63,82.84,3547.07,42.82,115.77,45.17,43,252,66.14,52970,26520, Avicola  Miluc  Ltda. , Recuerdos  II ,Nemocon
1.78,1.78,0.05,,2162.53,53.75,0,0,0,3931.32,95.47,3840.59,40.23,121.77,40.69,40,287.42,68.56,53002,20400, Avicola  Miluc  Ltda. , La  Choco ,Tena
1.9,1.95,0.03,,2035.34,48.77,0,0,0,4309.53,92.8,3872.49,41.73,106.97,43.89,42,249.41,56.22,53027,28560, Avicola  Miluc  Ltda. , Dorada  II ,Anolaima
1.71,1.7,0.06,,2213,53.78,0,0,0,3748,91.81,3778,41.15,129.63,41,41,295.06,75.93,53037,13260, Avicola  Miluc  Ltda. , Buenos  Aires  II , San  Antonio 
1.89,1.92,0.04,,2104.44,47.39,0,0,0,4231.38,89.67,3982.34,44.41,111.21,45.72,44,239.15,58.77,52997,30600, Avicola  Miluc  Ltda. , Dorada  II ,Anolaima
1.7,1.75,0.05,,1968,48.83,0,0,0,3896.78,82.88,3340,40.3,115.96,43.31,40,274.61,68.33,53048,40800, Avicola  Miluc  Ltda. , Delicias  I ,Fusagasuga
1.72,1.77,0.04,,1994,47.7,0,0,0,3937.56,82.25,3438,41.8,115.65,44.55,42,264.7,67.08,53049,25500, Avicola  Miluc  Ltda. ,Marbella,Arbelaez
1.8,1.83,0.05,,2091,49.85,0,0,0,4037.01,89.77,3766,41.95,116.1,43.37,42,262.64,64.46,53054,26520, Avicola  Miluc  Ltda. , Santa  Rita  I ,Guayabal
1.81,1.83,0.03,,2099.2,48.45,0,0,0,4049.39,87.65,3798,43.33,116.03,44.68,43,260.08,64.13,52980,15810, Avicola  Miluc  Ltda. , Villa  Alejandrina  II ,Guayabal
1.9,1.95,0.06,,2005.37,49,0,0,0,4331.55,93.14,3812.33,40.93,105.49,43.46,41,242.02,55.49,53024,25500, Avicola  Miluc  Ltda. ,Marbella,Fusagasuga
1.71,1.77,0.03,,1944.87,48.72,0,0,0,3949.08,83.38,3328.57,39.92,113.64,43.22,40,276.87,66.4,53026,30600, Avicola  Miluc  Ltda. , Dorada  I ,Anolaima
1.66,1.69,0.03,,2086,50.47,0,0,0,3727.73,83.86,3466,41.33,125.55,42.79,41,294.86,75.56,53034,20400, Avicola  Miluc  Ltda. , Villa  Anita , La  Mesa 
1.65,1.69,0.04,,2046,54.18,0,0,0,3733.06,89.49,3379,37.76,123.89,39.59,38,314.18,75.01,53047,28560, Avicola  Miluc  Ltda. ,Marisol,Mesitas
1.82,1.86,0.06,,2043.05,48.64,0,0,0,4125.14,88.72,3726.41,42,112.01,44.07,42,251.66,61.41,52989,30600, Avicola  Miluc  Ltda. , Pico  De  Oro ,Cachipay
1.85,1.88,0.1,,2072.82,47.15,0,0,0,4154.47,87.1,3829.07,43.96,112.21,45.7,44,230.26,60.74,52999,25500, Avicola  Miluc  Ltda. , Recuerdos  II ,Nemocon
1.87,1.93,0.03,,1971.55,48.51,0,0,0,4300.84,90.94,3695.72,40.64,105.18,43.62,41,251.82,56.11,53004,10200, Avicola  Miluc  Ltda. , Buenos  Aires  I ,Tena
1.71,1.72,0.06,,2153,52.42,0,0,0,3796.91,89.77,3687,41.07,125.72,41.66,41,289.21,73.42,53036,12240, Avicola  Miluc  Ltda. , Buenos  Aires  I , San  Antonio 
1.73,1.78,0.03,,2025,51.38,0,0,0,3935.12,89.09,3511,39.41,116.79,41.59,39,286.49,67.36,53046,38760, Avicola  Miluc  Ltda. , Guayana  I ,Anolaima
1.82,1.82,0.09,,2173,52.06,0,0,0,4017.82,94.66,3951,41.74,119.51,42.08,42,261.8,65.73,53050,40800, Avicola  Miluc  Ltda. , Delicias  II ,Fusagasuga
1.81,1.84,0.04,,2067.8,49.4,0,0,0,4069.76,89.31,3738.4,41.86,114.38,43.59,42,261.42,63.26,52976,17850, Avicola  Miluc  Ltda. , Floresta  I ,Guayabal
1.84,1.84,0.04,,2184,51.03,0,0,0,4057.99,93.88,4018,42.8,118.71,43.01,43,266.52,64.53,52982,17850, Avicola  Miluc  Ltda. , Recuerdos  II ,Cachipay
1.94,2.01,0.06,,1928.05,46.09,0,0,0,4491.97,89.4,3739.63,41.83,99.41,45.53,42,222.41,51.25,53005,25500, Avicola  Miluc  Ltda. , Santa  Rita  II ,Guayabal
1.7,1.75,0.03,,1978.01,51.05,0,0,0,3889.91,86.66,3358.09,38.75,116.51,41.51,39,293.06,68.63,53019,34680, Avicola  Miluc  Ltda. , Guayana  II ,Anolaima
1.75,1.75,0.05,,2199.05,53.74,0,0,0,3854.23,94.13,3851.98,40.92,125.54,40.94,41,292.73,71.67,52965,35700, Avicola  Miluc  Ltda. , Delicias  I ,Fusagasuga
1.86,1.87,0.08,,2137.4,50.09,0,0,0,4130.24,93.06,3971,42.67,115.05,43.49,43,247.92,61.92,52978,21220, Avicola  Miluc  Ltda. , Luna  Verde ,Cachipay
1.73,1.78,0.06,,1990.72,49.77,0,0,0,3949.22,86.01,3440.21,40,115.2,42.67,40,271.28,66.66,53020,53040, Avicola  Miluc  Ltda. , Mañanitas  I ,Cachipay
1.68,1.7,0.04,,2109,51.48,0,0,0,3757.6,86.58,3547,40.97,125.4,42.12,41,295.34,74.56,53035,18360, Avicola  Miluc  Ltda. , Floresta  I ,Guayabal
1.74,1.75,0.05,,2169,52.14,0,0,0,3851.54,90.82,3778,41.6,124.53,41.99,42,285.16,71.49,53043,33660, Avicola  Miluc  Ltda. , Guayana  II ,Anolaima
1.71,1.75,0.09,,2027,50.7,0,0,0,3887.16,86.87,3473,39.98,118.3,42.16,40,268.53,69.05,53053,11220, Avicola  Miluc  Ltda. , Recuerdos  I ,Nemocon
1.76,1.79,0.06,,2099.99,52.45,0,0,0,3943.32,92.42,3700.43,40.04,119.17,41.28,40,278.88,67.63,52966,40800, Avicola  Miluc  Ltda. , Delicias  II ,Fusagasuga
1.83,1.9,0.03,,1926.76,45.69,0,0,0,4236.66,83.56,3523.71,42.17,105.36,45.92,42,243.5,57.61,52986,36720, Avicola  Miluc  Ltda. , Guayana  I ,Anolaima
1.96,2.02,0.05,,1963.12,45.31,0,0,0,4498.57,88.67,3842.28,43.33,100.3,46.64,43,220.53,51.25,52996,28764, Avicola  Miluc  Ltda. , Dorada  I ,Anolaima
1.68,1.73,0.03,,2021.41,49.54,0,0,0,3825.44,83.45,3404.69,40.8,120.01,43.11,41,285.16,71.25,53003,18360, Avicola  Miluc  Ltda. , Villa  Anita ,Tena
1.66,1.7,0.03,,2063.25,54.76,0,0,0,3749.75,91.13,3433.94,37.68,123.97,39.29,38,320.62,74.48,53018,30600, Avicola  Miluc  Ltda. ,Marisol,Mesitas
1.97,2.01,0.03,,2032.19,46.4,0,0,0,4463.04,91.36,4001.78,43.8,103.2,46.12,44,227.9,52.41,52987,34680, Avicola  Miluc  Ltda. , Guayana  II ,Anolaima
1.65,1.7,0.04,,1985.28,50.45,0,0,0,3778.96,83.33,3279.22,39.35,120.19,42.05,39,293.31,72.76,53010,10200, Avicola  Miluc  Ltda. ,Recreo,Cachipay
1.85,1.91,0.08,,1972.36,49.77,0,0,0,4246.53,92.13,3651.16,39.63,106.55,42.53,40,248.59,57.56,53023,40800, Avicola  Miluc  Ltda. , Delicias  II ,Fusagasuga
1.79,1.81,0.12,,2099,48.13,0,0,0,3998.74,85.99,3750,43.61,117.49,44.97,44,237.96,65.76,53030,30600, Avicola  Miluc  Ltda. , Recuerdos  II ,Nemocon
1.78,1.84,0.06,,1963,48.84,0,0,0,4095.84,87.04,3498,40.19,110.16,43.26,40,256.71,61.82,53055,22440, Avicola  Miluc  Ltda. , Luna  Verde ,Anolaima
1.67,1.71,0.03,,2018.59,50.24,0,0,0,3795.23,83.9,3371.2,40.18,120.87,42.49,40,291.67,72.37,52973,17340, Avicola  Miluc  Ltda. , Villa  Anita ,Tena
1.75,1.78,0.06,,2057.98,51.22,0,0,0,3936.59,89.4,3592.27,40.18,117.9,41.97,40,276.52,67.54,53014,33864, Avicola  Miluc  Ltda. ,Santanamo,Guayabal
1.95,2.01,0.18,,1983,44.1,0,0,0,4460.07,85.92,3864,44.97,101.77,48.09,45,185.83,52.23,53032,30600, Avicola  Miluc  Ltda. , Recuerdos  II ,Nemocon
1.7,1.72,0.05,,2118,52.73,0,0,0,3793.59,89.67,3602,40.17,124.54,41.18,40,294.01,73.23,53038,10200, Avicola  Miluc  Ltda. , Santa  Catalina ,Cachipay
1.78,1.81,0.06,,2095.32,45.98,0,0,0,3990.16,81.92,3732.91,45.57,117.61,47.05,46,243.4,66.02,52967,26520, Avicola  Miluc  Ltda. , Recuerdos  I ,Nemocon
1.86,1.9,0.06,,2047.3,47.49,0,0,0,4203.3,88.33,3808,43.11,110.07,45.18,43,240.95,59.18,52975,28560, Avicola  Miluc  Ltda. , Santa  Rita  II ,Guayabal
1.91,1.96,0.09,,1996.31,45.11,0,0,0,4351.7,86.01,3805.8,44.25,104.72,47.12,44,215.95,54.93,53000,25500, Avicola  Miluc  Ltda. , Recuerdos  II ,Nemocon
1.64,1.66,0.05,,2102.1,54.19,0,0,0,3667.71,88.85,3446.57,38.79,128.21,39.96,39,314.6,78.2,53012,10608, Avicola  Miluc  Ltda. , Santa  Catalina ,Cachipay
1.7,1.75,0.04,,1985.99,51.24,0,0,0,3888.89,87.11,3376.32,38.76,116.82,41.41,39,290.8,68.71,53021,53040, Avicola  Miluc  Ltda. , Mañanitas  II ,Cachipay
1.72,1.77,0.1,,2012.2,53.06,0,0,0,3920.44,91.43,3467,37.92,116.79,40.18,38,278.02,67.78,53022,30600, Avicola  Miluc  Ltda. , Delicias  I ,Fusagasuga
1.71,1.74,0.05,,2063,51.06,0,0,0,3849.83,87.25,3525,40.4,120.74,42.13,40,282.93,70.66,53039,20400, Avicola  Miluc  Ltda. , Villa  Alejandrina  I ,Guayabal
1.74,1.75,0.06,,2144,51.6,0,0,0,3865.31,89.82,3732,41.55,123.17,42.26,42,278.02,70.76,53041,33660, Avicola  Miluc  Ltda. ,Santanamo,Guayabal
1.91,1.94,0.15,,2095,48.5,0,0,0,4281.9,92.71,4005,43.2,109.59,44.6,43,214.48,57.33,53072,24920, Avicola  Miluc  Ltda. ,Marbella,Arbelaez
1.82,1.85,0.06,,2065,50.7,0,0,0,4087.88,92.02,3748,40.73,113.77,42.45,41,262.04,62.68,53066,12240, Avicola  Miluc  Ltda. , Buenos  Aires  I , San  Antonio 
1.8,1.83,0.05,,2087,52.35,0,0,0,4041.25,94.31,3760,39.87,115.84,41.27,40,277.04,64.3,53076,51000, Avicola  Miluc  Ltda. ,Marisol,Mesitas
1.76,1.8,0.05,,2024,52.6,0,0,0,3995.04,92.57,3562,38.48,115.01,40.62,38,285.28,65.35,53092,10200, Avicola  Miluc  Ltda. , Santa  Catalina ,Cachipay
1.8,1.86,0.13,,1968,50.04,0,0,0,4142.96,90.29,3551,39.33,109.07,42.26,39,240.45,60.45,53100,40800, Avicola  Miluc  Ltda. , Delicias  I ,Arbelaez
1.82,1.83,0.04,,2149,52.22,0,0,0,4042.99,95.16,3916,41.15,117.93,41.79,41,275.79,64.72,53108,20400, Avicola  Miluc  Ltda. , Villa  Anita , La  Mesa 
1.72,1.73,0.03,,2167,54.31,0,0,0,3806.36,93.46,3729,39.9,125.93,40.3,40,305.11,73.18,53112,36720, Avicola  Miluc  Ltda. , Villa  Aleja  II ,Guayabal
1.73,1.77,0.03,,2047,51.3,0,0,0,3917.11,88.92,3548,39.9,118.1,41.82,40,287.78,68.14,53113,30600, Avicola  Miluc  Ltda. , Villa  Aleja  I ,Guayabal
1.88,1.93,0.15,,2013,49.62,0,0,0,4273.13,93.2,3781,40.57,107.17,42.98,41,223.59,57.06,53128,40800, Avicola  Miluc  Ltda. , Delicias  II ,Arbelaez
2.02,2.03,0.19,,2186,50.67,0,0,0,4458.45,102.46,4420,43.14,108.11,43.33,43,202.78,53.47,53152,40800, Avicola  Miluc  Ltda. , Delicias  II ,Arbelaez
1.85,1.8,0.03,,2397,52.61,0,0,0,3949.79,97.21,4429,45.56,129.73,43.03,46,275.4,70.21,53156,30600, Avicola  Miluc  Ltda. , Dorada  II ,Anolaima
1.68,1.71,0.07,,2095,52.28,0,0,0,3769.78,88,3526,40.07,124.48,41.37,40,289.5,73.96,53158,35700, Avicola  Miluc  Ltda. , Villa  Aleja  I ,Guayabal
1.84,1.87,0.1,,2064,46.48,0,0,0,4140.83,85.43,3794,44.41,112.29,46.3,44,227.02,61.08,53173,33762, Avicola  Miluc  Ltda. ,Santanamo,Guayabal
1.8,1.83,0.05,,2080,49.67,0,0,0,4034.15,89.21,3736,41.88,115.8,43.44,42,262.68,64.47,53207,38645, Avicola  Miluc  Ltda. , Delicias  I ,Arbelaez
1.71,1.72,0.03,,2171,51.52,0,0,0,3787.65,88.28,3720,42.14,126.7,42.51,42,291.78,73.94,53231,53255, Avicola  Miluc  Ltda. , Delicias  II ,Arbelaez
1.72,1.76,0.03,,2026,49.73,0,0,0,3899.93,85.47,3482,40.74,117.88,42.98,41,280.14,68.59,53258,41820, Avicola  Miluc  Ltda. , Guayana  I ,Anolaima
1.73,1.78,0.02,,1999,49.44,0,0,0,3952.25,85.65,3463,40.43,115.39,43.02,40,279.51,66.61,53270,24850, Avicola  Miluc  Ltda. , La  Choco ,Tena
1.68,1.69,0.02,,2160,49.14,0,0,0,3729.89,82.76,3638,43.96,128.25,44.5,44,285.42,76.14,53297,32640, Avicola  Miluc  Ltda. , Recuerdos  II ,Nemocon
1.88,1.91,0.05,,2077,49.49,0,0,0,4231.55,93.19,3911,41.97,110.3,43.58,42,250.2,58.58,53331,61861, Avicola  Miluc  Ltda. ,Carimagua,Anolaima
1.81,1.84,0.04,,2070,50.99,0,0,0,4077.46,92.39,3751,40.6,114.23,42.25,41,269.97,63.04,53333,26520, Avicola  Miluc  Ltda. ,Marbella,Arbelaez
1.75,1.77,0.03,,2117,51.71,0,0,0,3898.27,90.35,3699,40.94,121.16,41.99,41,285.93,69.34,53346,36924, Avicola  Miluc  Ltda. , Villa  Aleja  II ,Guayabal
1.71,1.76,0.03,,1976,51.46,0,0,0,3913.95,87.86,3374,38.4,115.73,41.16,38,291.53,67.78,53369,34068, Avicola  Miluc  Ltda. , Villa  Aleja  II ,Guayabal
1.71,1.74,0.05,,2089,51.76,0,0,0,3844.84,88.75,3582,40.36,121.83,41.75,40,286.63,71.05,53370,17544, Avicola  Miluc  Ltda. , Floresta  I ,Guayabal
1.76,1.79,0.04,,2048,50.54,0,0,0,3971.82,88.85,3600,40.52,116.51,42.45,41,276.39,66.28,53397,56100, Avicola  Miluc  Ltda. , Villa  Aleja  II ,Guayabal
1.74,1.77,0.06,,2076,51.49,0,0,0,3909.57,89.56,3611,40.32,119.35,41.88,40,276.91,68.62,53415,20400, Avicola  Miluc  Ltda. , Villa  Anita , La  Mesa 
2.05,2.1,0.11,,2027,45.81,0,0,0,4646.02,93.81,4151,44.25,98.98,46.67,44,199.14,48.33,53416,37740, Avicola  Miluc  Ltda. , Delicias  II ,Arbelaez
1.73,1.76,0.04,,2069,51.48,0,0,0,3897.45,89.15,3583,40.19,119.47,41.83,40,286.05,68.99,53429,28254, Avicola  Miluc  Ltda. , Floresta  II ,Guayabal
1.69,1.7,0.03,,2154,53.16,0,0,0,3749.22,89.91,3643,40.52,127.36,41.09,41,304.91,75.3,53078,27931, Avicola  Miluc  Ltda. , Dorada  II ,Anolaima
1.75,1.79,0.05,,2021,48.64,0,0,0,3966.25,84.93,3529,41.55,115.74,43.9,42,265.59,66.28,53079,26520, Avicola  Miluc  Ltda. , Recuerdos  I ,Nemocon
1.66,1.69,0.04,,2082,50.52,0,0,0,3731.16,83.96,3460,41.21,125.28,42.72,41,291.71,75.39,53089,30600, Avicola  Miluc  Ltda. , Villa  Aleja  I ,Guayabal
1.85,1.94,0.1,,1880,48.91,0,0,0,4340.4,90.66,3485,38.44,101.42,42.51,38,238.44,54.71,53090,13260, Avicola  Miluc  Ltda. , Buenos  Aires  II , San  Antonio 
1.81,1.82,0.05,,2131,52.87,0,0,0,4017.74,95.44,3847,40.31,118.04,41.16,40,279.46,65.39,53102,51000, Avicola  Miluc  Ltda. ,Marisol,Mesitas
1.71,1.76,0.02,,2006,51.03,0,0,0,3903.37,87.43,3437,39.31,117.08,41.73,39,290.61,68.33,53104,30600, Avicola  Miluc  Ltda. , Dorada  II ,Cachipay
1.72,1.74,0.04,,2098,50.07,0,0,0,3843.45,85.97,3602,41.9,122.2,43.22,42,280.64,71.18,53107,30600, Avicola  Miluc  Ltda. , Santa  Rita  I ,Guayabal
1.9,1.95,0.06,,2024,41.06,0,0,0,4319.17,78.13,3851,49.29,106.38,52.03,49,201.8,55.91,53118,12240, Avicola  Miluc  Ltda. , Buenos  Aires  II , San  Antonio 
1.96,1.89,0.11,,2457,52.52,0,0,0,4149.27,102.74,4806,46.78,125.61,43.45,47,238.67,64.22,53141,30600, Avicola  Miluc  Ltda. , Recuerdos  II ,Anolaima
1.7,1.75,0.05,,1990,50.03,0,0,0,3887.83,85.09,3385,39.78,116.99,42.45,40,278.68,68.78,53162,20400, Avicola  Miluc  Ltda. , Luna  Verde ,Cachipay
1.7,1.73,0.03,,2061,51.6,0,0,0,3834.24,87.78,3506,39.94,121.16,41.68,40,294.82,71.22,53184,25587, Avicola  Miluc  Ltda. , Dorada  II ,Anolaima
1.77,1.83,0.05,,1961,50.14,0,0,0,4067.75,88.7,3469,39.11,110.85,42.12,39,269.01,62.66,53189,34476, Avicola  Miluc  Ltda. , Santa  Rita  II ,Guayabal
1.73,1.73,0.04,,2181,52.53,0,0,0,3813.63,90.78,3769,41.52,126.21,41.76,42,290.68,73.03,53213,31728, Avicola  Miluc  Ltda. , Dorada  II ,Anolaima
1.67,1.69,0.06,,2108,50.52,0,0,0,3737.79,84.5,3526,41.73,126.03,42.91,42,283.06,75.34,53219,26520, Avicola  Miluc  Ltda. , Recuerdos  I ,Nemocon
1.69,1.73,0.04,,2037,49.88,0,0,0,3827.21,84.3,3443,40.84,120.52,42.94,41,282.52,71.3,53220,30600, Avicola  Miluc  Ltda. , Recuerdos  II ,Nemocon
1.83,1.86,0.02,,2072,50.67,0,0,0,4107.83,92.54,3784,40.89,113.46,42.52,41,271.57,62.13,53237,56814, Avicola  Miluc  Ltda. , Marisol  II ,Mesitas
1.74,1.76,0.03,,2113,51.4,0,0,0,3890.46,89.56,3682,41.11,121.26,42.21,41,286.92,69.59,53262,61450, Avicola  Miluc  Ltda. ,Marisol,Mesitas
1.75,1.78,0.09,,2090,49.87,0,0,0,3922.75,87.26,3657,41.91,119.44,43.34,42,260.36,68.26,53264,22440, Avicola  Miluc  Ltda. , Luna  Verde ,Anolaima
1.7,1.73,0.04,,2039,48.93,0,0,0,3838.62,82.99,3458,41.67,120.23,43.78,42,277.34,70.89,53271,32640, Avicola  Miluc  Ltda. , Recuerdos  II ,Nemocon
1.76,1.77,0.02,,2154,54.16,0,0,0,3895.36,95.17,3785,39.77,122.58,40.33,40,301.25,69.76,53315,51000, Avicola  Miluc  Ltda. , Dorada  I ,Anolaima
1.75,1.79,0.06,,2066,48.37,0,0,0,3947.8,84.8,3622,42.71,117.85,44.5,43,258.2,67.22,53327,26520, Avicola  Miluc  Ltda. , Recuerdos  I ,Nemocon
1.81,1.84,0.03,,2058,51.33,0,0,0,4074.32,92.74,3718,40.09,113.92,41.87,40,275.62,63.05,53343,45900, Avicola  Miluc  Ltda. , Villa  Aleja  I ,Guayabal
1.79,1.84,0.06,,2009,51.71,0,0,0,4077.67,92.61,3598,38.85,112.18,41.21,39,271.36,62.64,53344,22440, Avicola  Miluc  Ltda. , Luna  Verde ,Anolaima
1.78,1.82,0.06,,2026,49.56,0,0,0,4035.45,88.14,3603,40.88,113.92,43.13,41,262.3,64.06,53360,26418, Avicola  Miluc  Ltda. ,Marbella,Arbelaez
1.84,1.91,0.07,,1933,47.67,0,0,0,4260.61,87.79,3560,40.55,104.96,44.07,41,241.08,56.99,53363,42186, Avicola  Miluc  Ltda. , Delicias  II ,Arbelaez
1.69,1.68,0.04,,2204,53.56,0,0,0,3705.88,90.28,3715,41.15,130.76,41.11,41,306.32,77.57,53382,34068, Avicola  Miluc  Ltda. ,Santanamo,Guayabal
1.7,1.74,0.05,,2019,49.39,0,0,0,3856.95,83.83,3427,40.88,118.95,43.22,41,277.68,70.08,53385,39270, Avicola  Miluc  Ltda. , Delicias  I ,Arbelaez
